id,mmsi,navigationalstatus,sog,cog,heading,shiptype
1823,550153767,Under way using engine,13.1,135.5,135,Military
1824,334476644,Under way using engine,16.1,321,320,Tanker
1825,174852352,Under way using engine,9.6,137.1,135,Cargo
1826,758464526,Under way using engine,9.8,323.2,324,Military
1827,178653974,Under way using engine,9.6,184.3,182,Bulk Carrier
1828,195418326,Constrained by her draught,12.3,341.6,345,Military
1829,317027567,Under way using engine,13.9,162.6,159,Military
1830,542968780,Under way using engine,11.7,158,159,Cargo
1831,665634984,Under way using engine,11.1,158.1,158,Military
1832,957073530,Under way using engine,13.5,25.6,25,SAR
1833,300965549,Under way using engine,13.5,25.7,25,SAR
1834,951288360,Under way using engine,11.1,220.8,220,Bulk Carrier
1835,101698495,Under way using engine,16.2,320,320,SAR
1836,745205213,Under way using engine,12.5,176.8,175,Warship
1837,206112522,Under way using engine,19.9,35.2,34,Bulk Carrier
1838,728778706,Under way using engine,15.5,55.3,57,Bulk Carrier
1839,847154207,Under way using engine,9.7,189.2,190,Cargo
1840,348512285,Under way using engine,13.4,129.8,129,Military
1841,526095663,Under way using engine,10.9,339.9,341,SAR
1842,798239531,Under way using engine,13.9,160.2,159,Tanker
1843,881373688,Under way using engine,11.3,181,177,Military
1844,651011914,Under way using engine,13,136.4,135,Cargo
1845,992095443,Under way using engine,11.3,318.7,322,Bulk Carrier
1846,556523078,Under way using engine,16.9,147.9,149,Cargo
1847,665966057,Under way using engine,12.2,337,340,Bulk Carrier
1848,183171897,Under way using engine,11.2,162,159,Bulk Carrier
1849,929108502,Under way using engine,12,250.2,246,SAR
1850,416686372,Under way using engine,16.9,148,151,Military
1851,423602842,Under way using engine,9.9,322.2,324,Warship
1852,120905034,Under way using engine,11.3,318.7,322,Warship
1853,793358798,Under way using engine,15.7,144.9,145,Tanker
1854,350610742,Under way using engine,16.6,127,126,SAR
1855,684588850,Under way sailing,10.8,163.4,164,SAR
1856,418762166,Under way using engine,18.6,248.8,247,Tanker
1857,549583758,Unknown value,5.5,62.1,,SAR
1858,586166195,Under way using engine,11.8,317.6,311,Warship
1859,811709251,Under way using engine,12.1,249.7,247,Cargo
1860,354543721,Under way using engine,10.3,329,331,Cargo
1861,609929056,Under way using engine,9.8,346.9,350,Cargo
1862,124094940,Under way using engine,12.7,32.4,34,Military
1863,193830049,Constrained by her draught,11.8,39.4,38,Bulk Carrier
1864,263458439,Under way using engine,17.2,185.9,186,Military
1865,164441511,Under way using engine,10.6,158.2,154,Tanker
1866,942511412,Under way using engine,12.8,180.6,183,Tanker
1867,573580103,Under way using engine,15.6,144.8,145,Cargo
1868,392366896,Under way using engine,9,13.9,13,Military
1869,480837677,Under way using engine,12.7,32.1,34,Warship
1870,682222681,Under way using engine,11.1,160.9,159,SAR
1871,413785856,Under way using engine,10.5,166.4,164,Tanker
1872,876691987,Under way using engine,12.6,180,179,SAR
1873,625697312,Under way using engine,13.1,347,348,Warship
1874,559849183,Under way using engine,14,160.8,158,SAR
1875,358970824,Under way using engine,20.2,34.5,32,Warship
1876,602483569,Under way using engine,9.2,316.5,318,SAR
1877,581376316,Under way using engine,10.7,339.8,342,SAR
1878,224454213,Under way using engine,8.2,128.2,134,Cargo
1879,787538256,Under way using engine,11,346,347,Tanker
1880,725062888,Under way using engine,11.3,160,156,Tanker
1881,302681005,Under way using engine,18.7,248.6,247,Tanker
1882,622183916,Constrained by her draught,12.5,342.4,345,Tanker
1883,744031352,Under way using engine,11.8,164.2,167,Military
1884,795034715,Under way using engine,10.6,190.6,194,Bulk Carrier
1885,310253746,Under way using engine,8.1,128.4,135,Warship
1886,529509766,Under way using engine,10.8,118.3,117,Bulk Carrier
1887,580989112,Under way using engine,15.3,57.2,56,SAR
1888,235040991,Under way using engine,10.3,329.7,330,Cargo
1889,479851514,Under way using engine,6.3,87,90,Warship
1890,827714230,Under way using engine,18.8,247.4,245,Bulk Carrier
1891,367025240,Under way using engine,9.4,163.9,165,Cargo
1892,374056929,Under way using engine,14.6,6.3,6,Warship
1893,660345878,Under way using engine,10.9,86.9,87,Bulk Carrier
1894,836501939,Constrained by her draught,12.2,35.1,32,Cargo
1895,655286174,Under way using engine,9.5,348.5,351,Warship
1896,490977552,Under way using engine,10.6,340.9,345,Tanker
1897,726461674,Under way using engine,20.3,34.2,32,Warship
1898,405217643,Under way using engine,11.6,159.1,159,Bulk Carrier
1899,564243813,Under way using engine,11.5,318.9,312,Tanker
1900,505225298,Under way using engine,11.3,159,156,Warship
1901,244540490,Under way using engine,11.2,337.1,337,SAR
1902,800992555,Under way using engine,13.3,133.4,134,Tanker
1903,356574894,Under way using engine,11,158.2,157,Bulk Carrier
1904,204954883,Under way using engine,15.7,192.8,192,Tanker
1905,408217441,Under way using engine,13.3,345.6,347,SAR
1906,418889742,Under way using engine,8.3,31.3,36,Cargo
1907,383884146,Under way using engine,11.4,354.4,352,SAR
1908,151399629,Under way using engine,11.2,337.3,338,Bulk Carrier
1909,444399858,Under way using engine,10.6,340.7,345,Cargo
1910,613118056,Unknown value,1.3,138,,Warship
1911,796628821,Under way using engine,17,143.2,143,Bulk Carrier
1912,730156395,Under way using engine,11.1,347,348,Cargo
1913,201696150,Under way using engine,13.8,160.5,158,Tanker
1914,910239055,Under way using engine,17,158.2,159,Cargo
1915,964064577,Under way using engine,11.9,161.8,175,Warship
1916,863355222,Under way using engine,11.9,250.1,248,SAR
1917,607457393,Under way using engine,10.5,179,180,Tanker
1918,414188919,Under way sailing,7.3,165.1,164,Warship
1919,654684349,Under way using engine,15.6,195.3,191,Cargo
1920,309937041,Under way using engine,11.6,189.8,192,Tanker
1921,899015704,Under way using engine,9.1,2.1,6,Bulk Carrier
1922,462451115,Under way using engine,12.1,163.9,167,Warship
1923,783023949,Under way using engine,12.4,338,341,Cargo
1924,189525389,Under way using engine,10.2,349.3,348,Bulk Carrier
1925,283551247,Under way using engine,19,248.5,247,Military
1926,809390354,Constrained by her draught,11.8,6.5,6,Tanker
1927,648505081,Constrained by her draught,12.1,359.6,0,Military
1928,311828131,Under way using engine,9.8,136.3,131,Warship
1929,547042475,Under way using engine,15.5,182.5,186,Bulk Carrier
1930,754691454,Constrained by her draught,12.5,343.8,341,Cargo
1931,460348081,Under way using engine,12.5,168.2,167,Warship
1932,743434852,Under way using engine,8.3,12.1,13,Warship
1933,526788112,Under way using engine,13.1,357.4,355,Bulk Carrier
1934,131537911,Under way using engine,10.6,156.8,154,Bulk Carrier
1935,146836598,Under way using engine,11,124.2,124,Cargo
1936,857723957,Under way using engine,11.1,317.8,322,Bulk Carrier
1937,855045390,Under way using engine,2.4,234.8,232,Bulk Carrier
1938,575034407,Under way using engine,14.9,102.9,105,Bulk Carrier
1939,769582700,Unknown value,5.2,7.3,,Bulk Carrier
1940,878398565,Under way using engine,20.1,33,33,Bulk Carrier
1941,250107813,Constrained by her draught,11.8,34.8,30,Tanker
1942,190425176,Under way using engine,10.5,190.6,190,Military
1943,195729590,Under way using engine,8.8,234.7,234,Warship
1944,179326626,Under way using engine,10.8,123,123,Military
1945,864520078,Under way using engine,11.6,180.2,178,Military
1946,941755679,Under way using engine,9.8,260.8,260,Cargo
1947,760141686,Under way using engine,9,299.5,298,Bulk Carrier
1948,241925559,Under way using engine,,,356,Cargo
1949,395812565,Under way using engine,7.5,172.9,177,Military
1950,716483457,Under way using engine,11.5,340.3,342,Cargo
1951,352322939,Under way using engine,12.4,339,341,Military
1952,793140599,Under way using engine,20,32.6,33,Cargo
1953,686877635,Under way using engine,10.2,162.9,159,Tanker
1954,212417572,Under way using engine,11.5,340.7,342,SAR
1955,989556534,Under way using engine,9.4,182.8,181,Military
1956,772717489,Under way using engine,14.3,158.7,157,Military
1957,978330737,Under way using engine,15.5,143.9,145,Warship
1958,860030502,Under way using engine,13.3,345.9,346,Military
1959,955173375,Under way using engine,12.1,167.1,169,SAR
1960,340595129,Under way using engine,13.5,133.1,136,Bulk Carrier
1961,512254384,Under way using engine,8.1,33.6,37,Warship
1962,599304539,Under way using engine,19.2,248.4,247,Cargo
1963,269814765,Unknown value,18.6,138.2,,Military
1964,283154361,Under way using engine,8.9,325.7,328,Tanker
1965,665112601,Under way using engine,11.9,252.3,253,Tanker
1966,518816541,Under way using engine,12.7,159,160,Bulk Carrier
1967,703253541,Under way using engine,12.4,340.8,340,Tanker
1968,499892614,Under way using engine,5.3,113.2,112,Warship
1969,755688153,Under way using engine,15.3,38.5,39,Cargo
1970,922100289,Under way using engine,13.6,133.7,137,Cargo
1971,244985614,Under way using engine,14.4,156.9,157,Warship
1972,426176744,Under way using engine,16.5,197.9,197,Bulk Carrier
1973,853895782,Under way using engine,13.2,128.2,130,Tanker
1974,281462424,Under way using engine,15.7,39.3,39,Bulk Carrier
1975,974115142,Under way using engine,11.8,321.2,319,Warship
1976,787387103,Under way using engine,8.5,300,,Military
1977,696403217,Under way using engine,14.7,162.4,163,Military
1978,273381042,Under way using engine,11.2,158.8,157,Tanker
1979,467436798,Under way using engine,13.8,161.3,160,Bulk Carrier
1980,804694881,Unknown value,5,325.5,,Warship
1981,615297079,Under way using engine,16.9,56.8,56,Warship
1982,830060550,Under way using engine,10.6,158.5,157,Warship
1983,924382333,Under way using engine,7.6,354.5,356,Tanker
1984,897962453,Under way using engine,14.2,7.9,5,Warship
1985,787176427,Under way using engine,11.3,321.4,324,SAR
1986,126544573,Under way using engine,10.1,162.6,161,Cargo
1987,487817184,Under way using engine,12.7,164.4,167,SAR
1988,223799941,Under way using engine,12.8,160,160,SAR
1989,266159861,Under way using engine,9.4,135.5,131,Military
1990,584126979,Under way using engine,9.1,348,351,Tanker
1991,437236772,Constrained by her draught,11.9,34,30,Tanker
1992,800497852,Under way using engine,11.6,323.3,322,SAR
1993,459764889,Under way using engine,10.9,338.6,342,Tanker
1994,881567416,Under way using engine,11.7,162.4,159,Bulk Carrier
1995,788410668,Under way using engine,13.5,220.8,224,SAR
1996,114548370,Under way using engine,10.1,329.3,329,Warship
1997,415695077,Under way using engine,13.9,160.6,160,Bulk Carrier
1998,562162278,Under way using engine,10.9,338.6,342,Cargo
1999,639926233,Under way using engine,17.7,248.4,247,Bulk Carrier
2000,234286488,Under way using engine,11.7,162.4,160,Military
2001,317171443,Under way using engine,13.3,172.4,172,Tanker
2002,184452207,Under way sailing,11.8,166.4,166,SAR
2003,737526219,Under way using engine,11.4,162.4,161,Bulk Carrier
2004,282773098,Under way using engine,16.9,55.1,57,Military
2005,457276232,Under way using engine,10.8,128.7,128,Bulk Carrier
2006,377142038,Under way using engine,11,156.8,158,SAR
2007,649987217,Under way using engine,11.5,349,350,Tanker
2008,706515223,Under way using engine,11.2,134.6,132,SAR
2009,523456811,Under way using engine,8.5,337.9,343,Warship
2010,902990839,Under way using engine,11.1,159,158,Cargo
2011,528091427,Under way using engine,11.4,161.7,161,Cargo
2012,164420919,Under way using engine,11,350.1,349,Military
2013,391074520,Under way using engine,10.3,340.6,344,Warship
2014,613711829,Under way using engine,19.3,342.1,340,Bulk Carrier
2015,690236780,Under way using engine,10.1,330,329,Bulk Carrier
2016,229109754,Under way using engine,9.2,260,258,SAR
2017,771867109,Under way using engine,11.3,159.9,157,Warship
2018,231495068,Under way using engine,9.1,260.4,258,Warship
2019,615987827,Under way using engine,9.7,165.2,164,Tanker
2020,122043723,Constrained by her draught,12.9,359.2,0,Bulk Carrier
2021,380992437,Under way using engine,13.6,343.8,345,Cargo
2022,275332497,Under way using engine,10.5,171,172,Cargo
2023,315946651,Under way using engine,11.5,318.3,319,Military
2024,611840251,Under way using engine,11.7,194,189,Bulk Carrier
2025,415016674,Unknown value,0,,349,Military
2026,402181406,Under way using engine,8.6,329.4,325,SAR
2027,536884801,Unknown value,30.2,106.1,,Bulk Carrier
2028,811977947,Constrained by her draught,12.5,353.7,354,Warship
2029,530369235,Under way using engine,13.9,135.3,137,Warship
2030,430024994,Under way using engine,9.4,154.5,152,Tanker
2031,482279901,Under way using engine,12.9,339.5,338,Military
2032,943718103,Under way using engine,11.2,158.6,159,Cargo
2033,666309477,Under way using engine,11.8,250.3,249,Tanker
2034,156475499,Constrained by her draught,12.6,340.7,339,SAR
2035,545384472,Under way using engine,9,292.9,292,Tanker
2036,482178701,Under way using engine,9.2,348.8,352,Bulk Carrier
2037,387478297,Constrained by her draught,12.4,337.2,331,Bulk Carrier
2038,586834031,Under way using engine,17.1,248.1,247,Bulk Carrier
2039,467349000,Under way using engine,15,40.5,41,Bulk Carrier
2040,807880051,Under way using engine,10.6,111.4,109,SAR
2041,337393686,Under way using engine,13.8,220.9,221,Cargo
2042,775099740,Under way using engine,13.2,159.5,163,Bulk Carrier
2043,402261072,Under way using engine,9.7,348.5,349,Cargo
2044,985481018,Under way using engine,8.2,33,36,Cargo
2045,538668682,Under way using engine,10.5,348.4,346,Tanker
2046,930525170,Under way using engine,11,160,159,SAR
2047,580295827,Under way using engine,13.4,160.4,165,Cargo
2048,583540990,Under way using engine,14.2,160.9,160,Cargo
2049,586381089,Under way using engine,9.4,359.2,2,Military
2050,119553404,Under way using engine,11.5,180.7,180,Warship
2051,371555869,Under way using engine,11.8,301,301,Tanker
2052,414509132,Under way using engine,13.5,346.5,346,Tanker
2053,775181579,Under way using engine,10.7,272,269,Warship
2054,576205532,Under way using engine,12.6,337,341,Warship
2055,157104436,Under way using engine,15.3,161.1,162,Bulk Carrier
2056,181098969,Under way using engine,12.7,162.8,161,Bulk Carrier
2057,129354694,Under way using engine,15.8,191.9,190,Tanker
2058,128173461,Under way using engine,11,135.7,134,Warship
2059,490012916,Under way using engine,11.6,340.3,342,Military
2060,285711172,Under way using engine,16.8,249.6,249,Cargo
2061,878288741,Under way using engine,10.5,213,221,Warship
2062,785696589,Unknown value,7.1,215.2,,Military
2063,588511135,Under way using engine,10.6,190.7,188,Warship
2064,763782509,Under way using engine,17.4,8.5,6,Warship
2065,626585621,Under way using engine,12.7,337,341,SAR
2066,647692226,Constrained by her draught,11.4,31.7,31,SAR
2067,512433037,Under way using engine,14.2,220.5,221,Tanker
2068,777849040,Under way using engine,11,137.8,135,Cargo
2069,501446498,Under way using engine,13,339.8,337,Warship
2070,500539961,Unknown value,17.4,117.1,120,Cargo
2071,297973338,Under way using engine,8,320,,Tanker
2072,309861051,Under way using engine,1.5,294,309,Tanker
2073,117550660,Under way using engine,11.7,321.3,319,Tanker
2074,685468991,Under way using engine,13,146,147,Tanker
2075,588588563,Under way using engine,19.7,341.1,340,Cargo
2076,547576991,Under way using engine,13.8,170.4,172,Cargo
2077,471989653,Under way using engine,14.9,30.2,30,Bulk Carrier
2078,526447756,Under way using engine,19.9,341.2,340,Military
2079,181910963,Under way using engine,11.4,352,351,Bulk Carrier
2080,273454464,Under way using engine,16.3,249.2,248,Military
2081,601288362,Constrained by her draught,12.3,69.2,69,Military
2082,224376616,Under way using engine,9.7,164.2,164,Military
2083,223938659,Under way using engine,10.6,270.5,269,Bulk Carrier
2084,697166719,Under way using engine,11.5,121.8,121,Tanker
2085,240427806,Under way using engine,10.6,340.1,342,Warship
2086,778580271,Under way using engine,13.7,335.5,335,Military
2087,635737150,Under way using engine,14.2,158.7,158,Tanker
2088,461609812,Under way using engine,11.2,330.8,329,SAR
2089,621291548,Under way using engine,13,145,146,SAR
2090,399271146,Under way using engine,9.6,165.7,164,Warship
2091,511991051,Under way using engine,13.9,137.3,136,Cargo
2092,691998957,Under way using engine,12.5,317,317,Tanker
2093,227183934,Under way using engine,11.5,305,304,Warship
2094,465585551,Under way using engine,13.9,136.9,136,Military
2095,829560932,Under way using engine,0,218.8,78,Cargo
2096,152514116,Constrained by her draught,11.3,31.8,32,Bulk Carrier
2097,111619701,Under way using engine,11,160.1,159,SAR
2098,780720629,Under way using engine,10.4,110.3,108,Military
2099,841614457,Under way using engine,13,162.6,164,Cargo
2100,178976388,Unknown value,16.5,121.4,124,Warship
2101,415036638,Under way using engine,12.2,213.5,213,Bulk Carrier
2102,181238022,Under way using engine,10.9,159.8,159,Bulk Carrier
2103,264193309,Under way using engine,13.5,345.1,346,Bulk Carrier
2104,335077323,Under way using engine,14,268.6,269,Tanker
2105,152055578,Under way using engine,10.5,85.3,85,Military
2106,530336481,Under way using engine,8.6,320,,SAR
2107,515585304,Under way using engine,11.6,319.7,319,Military
2108,311066513,Under way using engine,11.2,329.1,326,SAR
2109,278505722,Under way using engine,14.6,160.5,159,Tanker
2110,266601355,Under way using engine,10.2,295.3,296,Cargo
2111,777016270,Under way using engine,10.2,295.5,296,Cargo
2112,499155239,Under way using engine,11,3,2,Cargo
2113,408103940,Under way using engine,11.6,158.8,158,SAR
2114,347103187,Under way using engine,10.5,347,346,Cargo
2115,805744650,Constrained by her draught,13.1,2.6,4,Military
2116,661011878,Under way using engine,11.2,328.4,325,Cargo
2117,229411575,Under way using engine,14.9,35.3,35,Cargo
2118,639721764,Under way using engine,10.7,324.2,328,Cargo
2119,155778841,Under way using engine,11.3,345,345,Cargo
2120,161761170,Under way using engine,11.4,7.9,7,Cargo
2121,909498727,Under way using engine,11.5,303,300,Bulk Carrier
2122,171937685,Under way using engine,13.7,335,334,Cargo
2123,176423640,Under way sailing,6.9,164.3,160,Warship
2124,807629121,Under way using engine,10.5,131.8,136,SAR
2125,586267311,Unknown value,15.8,122.6,123,Cargo
2126,172403993,Under way using engine,11.9,320.9,318,Warship
2127,744244878,Under way using engine,10.5,265.6,266,Military
2128,116040205,Under way using engine,14.1,158.3,158,SAR
2129,767424650,Under way using engine,11.7,340.8,344,Warship
2130,466914201,Under way using engine,11.2,161.3,162,Cargo
2131,904969135,Under way using engine,11.6,320,319,Tanker
2132,396367726,Under way using engine,10.4,131.9,136,SAR
2133,614641876,Under way using engine,22.7,115,112,Military
2134,823598509,Under way using engine,16,249.6,248,Bulk Carrier
2135,963062950,Under way using engine,9.3,356.6,357,SAR
2136,410371738,Under way using engine,11.3,160,159,Cargo
2137,915651135,Under way using engine,10,338.8,335,Cargo
2138,151651583,Under way using engine,9.7,163.6,160,Bulk Carrier
2139,598711349,Under way using engine,11.3,185.7,185,Tanker
2140,603704139,Under way using engine,16.2,196.4,196,Tanker
2141,248614637,Under way using engine,10.8,340.3,343,Warship
2142,811255455,Under way using engine,9.4,159.9,160,Military
2143,710066355,Under way using engine,13.4,193.8,195,Cargo
2144,332338070,Under way using engine,11.1,146.4,146,Cargo
2145,804486327,Under way using engine,11.1,3.9,2,SAR
2146,574086748,Under way using engine,10.6,322.7,327,Cargo
2147,288214276,Under way using engine,10.6,251.1,247,Cargo
2148,680881803,Unknown value,5,326.1,,Cargo
2149,911582858,Under way using engine,14.8,161.4,161,Military
2150,815995192,Constrained by her draught,12.6,319.7,320,Warship
2151,418928055,Under way using engine,15.5,192.7,195,Warship
2152,173466949,Under way using engine,8.5,36,36,Warship
2153,275111935,Under way using engine,20.1,340.1,340,SAR
2154,420158435,Under way using engine,11.6,133.4,132,Military
2155,435480969,Under way using engine,9.8,190,191,Bulk Carrier
2156,500121155,Under way using engine,11.6,170.9,170,Tanker
2157,650346457,Under way using engine,8.3,354.2,354,SAR
2158,180979589,Under way using engine,17,337.4,337,Military
2159,385889848,Constrained by her draught,12.1,62.8,63,Bulk Carrier
2160,913739657,Under way using engine,11.5,134.1,135,Warship
2161,696158068,Constrained by her draught,12.7,320.2,320,Warship
2162,604950770,Under way using engine,13.7,346.9,346,Tanker
2163,549392564,Under way using engine,9.8,165.9,165,Cargo
2164,637340322,Under way using engine,10.5,269.5,270,Military
2165,156478555,Under way using engine,13.3,194.2,190,Military
2166,816434735,Under way using engine,14.1,270.4,270,Bulk Carrier
2167,864605792,Under way using engine,11.1,146.3,147,Cargo
2168,584058023,Under way using engine,11.4,345,345,Tanker
2169,736274858,Under way using engine,14.7,219.2,220,Cargo
2170,382434294,Under way using engine,11.4,159.9,159,SAR
2171,229624828,Reserved for future amendment [HSC],19.8,119.5,118,Cargo
2172,118476851,Under way using engine,13.9,170.5,172,SAR
2173,425737790,Under way using engine,12.4,324,328,Tanker
2174,516246849,Under way using engine,10.3,304.2,305,Cargo
2175,206414954,Under way using engine,10.5,282.5,282,Bulk Carrier
2176,204493627,Under way using engine,8.8,342.2,342,Military
2177,628490947,Under way using engine,11.7,132.7,132,Cargo
2178,169714145,Under way using engine,10.2,347,346,Tanker
2179,637517970,Under way using engine,12.9,214.3,213,Bulk Carrier
2180,252246547,Under way using engine,10.7,108.6,108,Tanker
2181,942902177,Under way using engine,12.1,321.8,319,Military
2182,880298413,Under way using engine,14,170.5,172,Tanker
2183,392689391,Under way using engine,13.9,138.9,137,Bulk Carrier
2184,855126793,Unknown value,5.9,347.8,,Warship
2185,803604557,Under way using engine,10.9,4.5,3,Military
2186,468680855,Under way using engine,10.9,108.1,108,Warship
2187,981649568,Under way using engine,12.7,339.8,338,SAR
2188,500430149,Under way using engine,11.6,189.5,192,Tanker
2189,857807570,Under way using engine,10.5,355.6,358,Cargo
2190,393609668,Under way using engine,12,341.2,344,Military
2191,414299953,Under way using engine,15.5,22.5,22,Bulk Carrier
2192,551809960,Under way using engine,11.4,160.2,159,Tanker
2193,113013647,Under way using engine,12.7,339.5,338,Bulk Carrier
2194,825379876,Under way using engine,9,316.4,317,Warship
2195,266609200,Under way using engine,20.3,341.1,342,Cargo
2196,715689082,Under way using engine,12.6,8,6,Cargo
2197,355524822,Under way using engine,14.1,158.7,158,Cargo
2198,106843882,Under way using engine,12.4,313,318,Tanker
2199,253656708,Under way using engine,6.8,303.7,303,Cargo
2200,629778381,Under way using engine,11.7,315.4,315,Tanker
2201,314129741,Reserved for future amendment [HSC],20.4,121.1,120,Warship
2202,215992091,Constrained by her draught,11.9,32.6,32,Military
2203,147848256,Under way using engine,10.4,234,236,Tanker
2204,390890378,Under way using engine,11.4,304,304,Bulk Carrier
2205,805754464,Under way using engine,8.2,33.2,34,Tanker
2206,400794981,Under way using engine,11,5.4,2,SAR
2207,323393848,Under way using engine,9.6,326,,Military
2208,587237449,Under way using engine,10,263.8,262,Tanker
2209,787452748,Under way using engine,15.8,270.4,268,Cargo
2210,116407180,Under way using engine,13.3,192.1,193,SAR
2211,959929903,Under way using engine,11.5,317.5,313,Warship
2212,634158781,Constrained by her draught,10.3,343.1,340,Military
2213,540784724,Under way using engine,12.9,223.4,221,SAR
2214,872395240,Under way using engine,10.3,354,348,Tanker
2215,798183967,Under way using engine,11.6,293.5,294,Warship
2216,894212125,Under way using engine,20.3,344.6,345,Warship
2217,984986389,Under way using engine,14,138.5,137,Cargo
2218,674350098,Under way using engine,10.6,261.3,269,Bulk Carrier
2219,308149435,Constrained by her draught,10.2,1.3,3,SAR
2220,994951329,Reserved for future amendment [HSC],37,120.3,120,Warship
2221,181142158,Under way using engine,10.3,128.5,130,SAR
2222,950597380,Under way sailing,7,166,162,Cargo
2223,902587891,Under way using engine,15.2,43.2,46,SAR
2224,411254690,Under way using engine,13.7,340.8,342,Bulk Carrier
2225,824476769,Under way using engine,9.9,153.5,152,Tanker
2226,296183245,Under way using engine,13.7,340.7,342,Cargo
2227,379212421,Under way using engine,12.1,35,35,Military
2228,842325450,Under way using engine,11.5,136.8,138,Tanker
2229,109233162,Under way using engine,10,282,278,SAR
2230,534526750,Under way using engine,11.8,161,159,Tanker
2231,142766868,Under way using engine,11.3,157.9,158,Military
2232,935673882,Under way using engine,15.1,343.7,342,SAR
2233,699424257,Unknown value,5,332.4,,Cargo
2234,433318930,Under way using engine,11.8,107,108,SAR
2235,396353668,Under way using engine,14,167.7,169,Warship
2236,268038246,Under way using engine,9.3,317.9,320,Warship
2237,984424447,Under way using engine,12.5,37.9,38,Warship
2238,480594895,Under way using engine,11.5,136.6,138,SAR
2239,248928352,Under way using engine,11.6,160.3,159,Tanker
2240,254363711,Under way using engine,11.5,339,340,Tanker
2241,947184696,Under way using engine,9.1,160,162,Cargo
2242,629314979,Under way using engine,14.7,317,317,Bulk Carrier
2243,119981440,Reserved for future amendment [HSC],35.4,115.4,115,Warship
2244,106482083,Under way using engine,13.9,347.9,346,SAR
2245,945967014,Under way using engine,12.6,162.8,165,Bulk Carrier
2246,240485411,Under way using engine,11.9,160.2,162,Tanker
2247,778439993,Under way using engine,11.6,338.2,337,Cargo
2248,834819017,Under way using engine,13.7,136.9,136,Tanker
2249,473576624,Under way using engine,16.1,293.8,290,Bulk Carrier
2250,773224503,Under way using engine,11.7,160,159,Cargo
2251,884563692,Under way using engine,11.7,338.7,337,Tanker
2252,441143811,Under way using engine,11.8,134.1,132,Military
2253,723216728,Constrained by her draught,12.3,28.5,28,Warship
2254,383689239,Reserved for future amendment [HSC],37.5,115.7,114,Bulk Carrier
2255,640285252,Under way using engine,10.4,324.7,329,SAR
2256,641031349,Under way using engine,10.5,355.6,351,Tanker
2257,142731022,Under way using engine,10.3,4.8,4,Tanker
2258,285408273,Under way using engine,12.2,321.2,317,Military
2259,450100881,Under way using engine,10.5,293.6,295,Cargo
2260,157343635,Unknown value,23,90.2,,Military
2261,485919632,Under way using engine,10.8,346.6,351,Cargo
2262,488754998,Engaged in fishing,8.2,14.7,,Bulk Carrier
2263,450434653,Under way using engine,14.6,165.6,165,Military
2264,693321339,Reserved for future amendment [HSC],37.5,104.2,103,Cargo
2265,315285837,Under way using engine,12.2,321.9,318,Tanker
2266,142592704,Under way using engine,10.7,304,299,Tanker
2267,386827187,Under way using engine,14.7,161,160,Military
2268,871646921,Under way using engine,12.3,316,321,Warship
2269,871575229,Under way using engine,9.6,345,347,Cargo
2270,625359561,Under way using engine,10.5,325.6,329,SAR
2271,607016931,Engaged in fishing,8,21.5,,Warship
2272,527410047,Under way using engine,20.7,337.8,337,Tanker
2273,177042038,Under way using engine,12,314.8,313,Warship
2274,586225368,Under way using engine,11.2,157.8,157,Tanker
2275,288333201,Under way using engine,8.8,325,,Bulk Carrier
2276,730939487,Unknown value,6.3,279.8,,SAR
2277,755339867,Under way using engine,102.2,55.2,,SAR
2278,247129766,Under way using engine,14.7,159.1,159,Cargo
2279,638463281,Under way using engine,9.2,188,190,Cargo
2280,380133383,Under way using engine,16,45.5,47,Military
2281,826698364,Under way using engine,8.8,178.9,183,Bulk Carrier
2282,283261401,Reserved for future amendment [HSC],38,103.6,103,Military
2283,235838729,Under way using engine,11.7,289,289,Bulk Carrier
2284,949019287,Under way using engine,102.2,55.1,,Cargo
2285,989937520,Under way using engine,9.8,164.5,159,Cargo
2286,478294539,Under way using engine,9.2,162.5,162,Cargo
2287,321563875,Under way using engine,9.7,6.6,9,SAR
2288,619027653,Under way using engine,13.1,203.1,201,Military
2289,567210578,Under way using engine,12.6,325.6,325,Cargo
2290,544021497,Under way using engine,11.9,314.8,313,Military
2291,645416767,Under way using engine,15.9,45.3,47,SAR
2292,909760519,Under way using engine,102.2,55.9,,Military
2293,235991627,Under way using engine,12.1,18,12,Cargo
2294,461598827,Under way using engine,9.5,312.8,315,Military
2295,631364983,Under way using engine,102.2,56.3,,Bulk Carrier
2296,184993158,Under way using engine,12.5,109.3,112,Tanker
2297,824332063,Under way using engine,20.8,337.2,338,SAR
2298,482462303,Under way using engine,6.5,35.2,27,SAR
2299,729253790,Under way using engine,9.8,42.8,44,Military
2300,703053261,Under way using engine,102.2,56.3,,Cargo
2301,761925146,Under way using engine,15.9,294.3,289,Military
2302,267415020,Under way using engine,10.9,277.9,275,SAR
2303,288017957,Under way using engine,10.1,324.5,325,Tanker
2304,442966523,Under way using engine,,,344,Tanker
2305,240965635,Under way using engine,11,219.4,218,Cargo
2306,811928051,Under way using engine,11.4,341.1,342,SAR
2307,347284277,Under way using engine,,,344,Tanker
2308,153013648,Under way using engine,15.8,293.6,289,Tanker
2309,708393018,Under way using engine,10.3,347,346,SAR
2310,465251978,Unknown value,6.1,278.8,,SAR
2311,998133978,Under way using engine,15.3,235,235,SAR
